,manufacturer,model,fuel,transmission,drive,type,size,cylinders
400295,toyota,highlander base,gas,automatic,rwd,SUV,full-size,6
400358,gmc,1999 F150 4X4,gas,automatic,4wd,truck,full-size,8
400361,gmc,Bentley Continental Flying Spur,gas,automatic,rwd,sedan,full-size,12
400364,bmw,5 series 535i xdrive,gas,automatic,rwd,sedan,full-size,6
400365,audi,q8 3.0t quattro prestige,gas,automatic,rwd,SUV,full-size,6
400366,bmw,3 series 320i,gas,other,rwd,sedan,full-size,4
400367,bmw,x5 xdrive30i,gas,automatic,rwd,pickup,full-size,6
400368,bmw,x3 xdrive35i,gas,automatic,rwd,SUV,full-size,6
400372,ford,mustang gt,gas,automatic,fwd,convertible,full-size,8
400373,gmc,1994 Daihatsu Hijet,gas,manual,4wd,van,compact,3
400383,hyundai,santa fe gls awd,gas,automatic,4wd,pickup,full-size,6
400394,lexus,rx 350 base,gas,automatic,rwd,SUV,full-size,6
400398,audi,a3 2.0t,gas,manual,fwd,pickup,compact,4
400404,chevrolet,s10 4x4,gas,automatic,4wd,pickup,full-size,6
400415,nissan,altima sv,gas,other,fwd,sedan,full-size,4
400416,chevrolet,1/2 ton panel,gas,automatic,rwd,pickup,full-size,8
400431,volkswagen,golf,gas,manual,rwd,pickup,full-size,4
400438,nissan,murano sv,gas,other,rwd,SUV,full-size,6
400439,jeep,patriot high altitude,gas,other,rwd,SUV,full-size,4
400440,toyota,venza v6 awd,gas,automatic,rwd,wagon,full-size,6
400442,toyota,van,gas,manual,4wd,van,full-size,4
400500,bmw,x5 xdrive35i premium,gas,automatic,rwd,SUV,full-size,6
400501,bmw,4 series 430i xdrive,gas,automatic,rwd,coupe,full-size,4
400502,cadillac,srx premium collection,gas,automatic,rwd,SUV,full-size,6
400505,bmw,x5 xdrive35d,diesel,automatic,rwd,SUV,full-size,6
400506,mercedes-benz,cls cls 550,gas,automatic,rwd,sedan,full-size,8
400539,jeep,gladiator,gas,manual,4wd,truck,full-size,8
400547,saturn,sl2,gas,automatic,fwd,coupe,compact,4
400548,jeep,liberty limited edition,gas,automatic,fwd,SUV,mid-size,4
400552,cadillac,srx luxury collection,other,automatic,rwd,SUV,full-size,6
400555,honda,accord ex-l hybrid,hybrid,automatic,fwd,sedan,mid-size,4
400556,honda,crv exl-navi,gas,automatic,4wd,SUV,mid-size,4
400561,honda,element ex awd,gas,automatic,rwd,pickup,full-size,8
400581,subaru,xv crosstrek,gas,automatic,rwd,SUV,full-size,8
400586,audi,q5 2.0t quattro progressiv,gas,other,rwd,SUV,full-size,4
400591,bmw,4 series 435i,gas,other,rwd,coupe,full-size,6
400599,ford,f-350 xlt,gas,automatic,rwd,bus,full-size,8
400659,bmw,4 series 435i xdrive,gas,other,rwd,coupe,full-size,6
400661,bmw,3 series 328i xdrive,gas,automatic,rwd,sedan,full-size,6
400662,bmw,5 series 525xi,gas,automatic,rwd,sedan,full-size,6
400671,volvo,vnl cummins isx engine,diesel,manual,rwd,truck,full-size,8
400674,gmc,safari,gas,automatic,rwd,van,full-size,4
400680,gmc,Plymouth barracuda,gas,manual,rwd,coupe,mid-size,8
400684,toyota,venza v6,gas,automatic,fwd,wagon,full-size,6
400685,infiniti,g37 x sedan awd,gas,automatic,rwd,sedan,full-size,6
400693,ford,500,gas,manual,fwd,sedan,mid-size,6
400694,volkswagen,passat cc sport,gas,automatic,fwd,sedan,mid-size,4
400701,bmw,x3 xdrive28i,gas,automatic,rwd,pickup,full-size,6
400703,bmw,x3 xdrive 28i,gas,automatic,fwd,SUV,full-size,4
400708,toyota,tacoma access cab,gas,manual,4wd,truck,full-size,4
400709,nissan,pathfinder platinum,gas,other,rwd,SUV,full-size,6
400710,nissan,murano sl,gas,other,rwd,SUV,full-size,6
400713,chevrolet,equinox awd,gas,automatic,rwd,SUV,full-size,6
400765,mercedes-benz,e-class,gas,automatic,rwd,wagon,full-size,8
400771,honda,clarity plug-in hybrid,hybrid,automatic,fwd,sedan,full-size,4
400773,toyota,prius xle awd hatchback,hybrid,automatic,4wd,hatchback,full-size,4
400803,gmc,4 door,gas,automatic,4wd,pickup,mid-size,6
400814,acura,tl w/advance,gas,automatic,fwd,sedan,full-size,6
400830,honda,pilot exl 4wd,gas,automatic,4wd,SUV,full-size,8
400834,honda,prelude,gas,automatic,rwd,coupe,full-size,8
400844,cadillac,ats,gas,manual,rwd,pickup,full-size,8
400853,lexus,hs,hybrid,automatic,fwd,sedan,full-size,8
400892,mazda,mazda3 i sport,gas,automatic,rwd,pickup,full-size,4
400893,nissan,altima 2.5,gas,automatic,fwd,pickup,full-size,4
400895,ram,2500 4x4 cummins,diesel,automatic,4wd,pickup,full-size,6
400898,ford,f-250 crewcab lariat 4x4,diesel,automatic,4wd,truck,full-size,8
400903,infiniti,qx60,hybrid,automatic,rwd,SUV,full-size,4
400907,ford,f-150 fx4,gas,automatic,rwd,pickup,full-size,6
400908,nissan,pathfinder sl,gas,other,rwd,SUV,full-size,6
400969,volvo,s70,gas,manual,fwd,sedan,mid-size,5
400970,volvo,v70 turbo,gas,automatic,fwd,wagon,mid-size,5
401108,bmw,3 series 328i xdrive,gas,other,rwd,coupe,full-size,6
401114,volkswagen,beetle tdi,diesel,automatic,fwd,coupe,sub-compact,4
401117,gmc,2014 Outack 2.5i,gas,automatic,4wd,wagon,full-size,4
401128,ford,escape xls,gas,automatic,rwd,pickup,full-size,8
401178,ford,tempo,gas,automatic,rwd,pickup,full-size,8
401184,gmc,w5500,diesel,automatic,rwd,other,full-size,4
401222,gmc,Silverado 2500 Duramax,diesel,automatic,4wd,pickup,full-size,8
401226,gmc,Corvettec C5,gas,automatic,rwd,coupe,full-size,8
401276,mercury,monterey,gas,automatic,rwd,van,full-size,6
401343,chrysler,tc by maserati,gas,automatic,fwd,pickup,full-size,6
401344,mercedes-benz,glk 350,gas,automatic,4wd,SUV,mid-size,6
401451,audi,r8 v10 quattro,gas,automatic,4wd,pickup,full-size,10
401452,ford,f-150 koi,gas,automatic,rwd,pickup,full-size,8
401463,chevrolet,cargo van,gas,automatic,rwd,pickup,full-size,8
401557,ford,five hundred,gas,automatic,4wd,sedan,full-size,8
401563,gmc,saab 900,gas,manual,fwd,sedan,mid-size,4
401567,volkswagen,tiguan s,gas,automatic,4wd,SUV,mid-size,4
401658,audi,a4-1.8-2004,gas,manual,4wd,sedan,compact,4
401670,chevrolet,cheyenne 2500,gas,automatic,rwd,pickup,full-size,8
401708,subaru,outback 2.5i premium,gas,automatic,4wd,pickup,full-size,8
401709,ford,f7000,diesel,manual,rwd,other,full-size,8
401713,gmc,Jetta Wolfsburg Addition,gas,automatic,fwd,sedan,compact,4
401714,mazda,navajo,gas,manual,rwd,pickup,full-size,8
401733,pontiac,fiero se,gas,automatic,rwd,coupe,full-size,6
401772,ford,escape xls,gas,automatic,fwd,SUV,mid-size,6
401812,volkswagen,type 2 kombi,gas,manual,rwd,bus,full-size,4
401897,chevrolet,3500 express van,gas,automatic,rwd,pickup,full-size,8
401933,infiniti,g,gas,manual,4wd,coupe,full-size,8
402006,gmc,Olds Bravada,gas,automatic,rwd,SUV,full-size,8
402015,subaru,outback 2.5i,gas,manual,4wd,wagon,full-size,4
402033,ford,c800,gas,manual,rwd,truck,full-size,8
402069,gmc,yukon,gas,automatic,4wd,SUV,full-size,5
402074,ford,aerostar van,gas,manual,rwd,van,full-size,6
402136,volkswagen,beetle,gas,automatic,fwd,other,compact,4
402148,mitsubishi,eclipse,gas,automatic,fwd,sedan,compact,6
402151,audi,tt,gas,automatic,rwd,hatchback,compact,6
402154,chevrolet,colorado,diesel,automatic,4wd,pickup,full-size,8
402160,dodge,challenger,gas,automatic,4wd,pickup,full-size,8
402208,subaru,legacy l awd,gas,automatic,rwd,pickup,mid-size,8
402273,ford,f-250 ranger camper special,gas,automatic,rwd,pickup,full-size,8
402287,nissan,altima 2.5 sr,other,automatic,fwd,sedan,full-size,8
402289,hyundai,santa fe se,gas,other,rwd,hatchback,full-size,8
402293,ford,escape se,gas,other,rwd,hatchback,full-size,8
402295,buick,encore preferred,gas,other,rwd,other,full-size,8
402300,chevrolet,equinox lt,diesel,other,rwd,other,full-size,8
402302,kia,sportage lx,gas,other,rwd,hatchback,full-size,8
402303,dodge,journey crossroad plus,gas,other,rwd,hatchback,full-size,8
402396,honda,civic exl,gas,automatic,rwd,pickup,full-size,8
402409,mitsubishi,outlander sport,gas,automatic,fwd,pickup,full-size,8
402410,mitsubishi,eclipse cross,gas,automatic,fwd,pickup,full-size,8
402415,lincoln,mkz 4dr sdn fwd,gas,automatic,fwd,pickup,full-size,6
402417,nissan,maxima 3.5 sv,other,automatic,fwd,sedan,full-size,8
402439,gmc,Escape,hybrid,automatic,4wd,SUV,full-size,5
402441,subaru,gl wagon,gas,manual,4wd,wagon,compact,4
402447,gmc,Oldsmobile LSS Sedan,gas,automatic,rwd,pickup,full-size,6
402453,hyundai,xg350l,gas,automatic,rwd,sedan,full-size,6
402459,dodge,dart gt,gas,automatic,fwd,sedan,compact,6
402469,jeep,wrangler tj sahara,gas,manual,4wd,pickup,full-size,6
402480,nissan,leaf,electric,automatic,rwd,hatchback,full-size,8
402550,mitsubishi,eclipse cross,gas,automatic,rwd,pickup,full-size,8
402629,mazda,3,gas,automatic,4wd,sedan,full-size,4
402656,chevrolet,3100,gas,manual,4wd,pickup,full-size,8
402668,ford,bronco,gas,manual,4wd,convertible,full-size,8
402671,gmc,Cadilac Escalade ESV,gas,automatic,4wd,pickup,full-size,8
402672,gmc,2013,gas,manual,fwd,pickup,full-size,4
402674,gmc,Cadilac Escalade,gas,automatic,4wd,pickup,full-size,8
402692,gmc,1988Ford Ranger XLT,gas,automatic,rwd,pickup,full-size,6
402741,chevrolet,s10 blazer,gas,automatic,fwd,pickup,full-size,6
402776,toyota,prius iii,other,automatic,fwd,hatchback,full-size,8
402779,volkswagen,passat wagon,diesel,automatic,fwd,wagon,full-size,4
402819,mercury,cougar xr7,gas,automatic,fwd,sedan,full-size,8
402851,chevrolet,camero,gas,manual,rwd,pickup,full-size,8
402863,mercedes-benz,gle 350,gas,automatic,rwd,pickup,full-size,8
402877,subaru,forester 2.5i awd,gas,automatic,4wd,SUV,full-size,4
402885,mitsubishi,mirage g4,gas,automatic,fwd,pickup,full-size,8
402898,ram,1500 4x4 laramie,gas,automatic,4wd,pickup,full-size,8
402921,honda,civic lx 4dr sedan,gas,automatic,rwd,pickup,full-size,8
403014,gmc,all cars,gas,other,rwd,pickup,full-size,8
403074,audi,a4 2.0t avant quattro,gas,other,rwd,pickup,full-size,8
403123,ford,couier,gas,manual,rwd,pickup,mid-size,8
403174,hyundai,kona ev sel,other,automatic,fwd,other,full-size,8
403214,gmc,79cj7,gas,manual,rwd,pickup,full-size,8
403222,ford,mustang gt conv,gas,manual,rwd,pickup,mid-size,8
403285,ram,3500 dh,diesel,automatic,4wd,pickup,full-size,6
403286,chrysler,town country,gas,automatic,4wd,mini-van,full-size,6
403311,toyota,highlander limited,other,automatic,rwd,other,full-size,8
403318,dodge,/ braun,gas,automatic,fwd,mini-van,full-size,6
403323,ford,f250 super duty,gas,manual,4wd,truck,full-size,8
403369,hyundai,accent,gas,manual,fwd,sedan,compact,8
403372,toyota,echo,gas,automatic,rwd,sedan,compact,8
403373,ford,e 150xlt 8 pass,gas,automatic,rwd,van,full-size,8
403393,gmc,Maserati,gas,automatic,rwd,pickup,full-size,8
403429,gmc,Formula S barracuda,gas,automatic,rwd,coupe,mid-size,8
403460,porsche,boxter,gas,automatic,rwd,pickup,full-size,6
403469,gmc,Passat,gas,automatic,fwd,sedan,full-size,4
403487,gmc,1998 Plymouth Voyager,gas,automatic,fwd,mini-van,full-size,6
403525,gmc,2002 monte carlo ss,gas,automatic,rwd,pickup,full-size,8
403555,gmc,LS 400,gas,automatic,rwd,sedan,mid-size,8
403575,subaru,forester 2.5 xt,gas,manual,4wd,wagon,mid-size,4
403788,volvo,xc90,gas,automatic,4wd,pickup,full-size,4
403793,mercedes-benz,benz slk 250,gas,manual,rwd,convertible,full-size,8
403933,jeep,ww2,gas,manual,4wd,offroad,compact,8
403952,dodge,stealth,gas,manual,fwd,coupe,compact,8
404051,gmc,saab 9-7x,gas,automatic,4wd,SUV,full-size,8
404056,gmc,Nissa Armada,gas,automatic,4wd,pickup,full-size,8
404065,dodge,dart rally,gas,manual,fwd,pickup,full-size,4
404083,kia,optima hybrid,hybrid,automatic,rwd,sedan,full-size,8
404188,mitsubishi,galant gtz,gas,automatic,rwd,pickup,full-size,8
404249,dodge,caravan,gas,automatic,4wd,van,mid-size,6
404316,pontiac,catalina ventura,gas,automatic,rwd,coupe,full-size,8
404319,toyota,tacoma sr5 2.7l 4x4,gas,manual,4wd,truck,full-size,4
404341,chevrolet,k20 4x4,gas,manual,4wd,truck,full-size,8
404380,mitsubishi,mirage,gas,manual,fwd,pickup,full-size,8
404462,chevrolet,malibu premier,other,automatic,fwd,sedan,full-size,8
404535,ram,3500,diesel,manual,rwd,pickup,full-size,8
404586,gmc,fod f-150,gas,automatic,4wd,pickup,full-size,8
404713,dodge,magnum,gas,automatic,rwd,wagon,full-size,6
404724,gmc,yukon denali sport,gas,automatic,4wd,SUV,mid-size,8
404834,dodge,durango gt,other,automatic,rwd,other,full-size,8
404865,gmc,1962,gas,automatic,rwd,pickup,full-size,8
404903,volvo,v70 xc,gas,automatic,4wd,wagon,mid-size,6
404928,dodge,grand caravan,gas,automatic,rwd,van,full-size,4
404981,ford,panel delivery,gas,automatic,rwd,truck,full-size,8
404986,bmw,330xi,gas,automatic,rwd,pickup,full-size,6
405017,gmc,F-250 lariat,diesel,automatic,rwd,pickup,full-size,8
405257,jeep,wrangler unlimited,gas,automatic,4wd,pickup,full-size,4
405267,ford,3500 triton v8 band,gas,automatic,rwd,van,full-size,8
405310,chevrolet,powerglide,gas,automatic,rwd,sedan,full-size,6
405312,jeep,amer cj5jp,gas,manual,4wd,pickup,full-size,4
405316,dodge,caliber srt4,gas,manual,fwd,pickup,full-size,4
405321,chrysler,town and country,gas,automatic,fwd,van,full-size,5
405381,gmc,s15 p/u,gas,automatic,4wd,pickup,full-size,6
405452,ford,f 550,diesel,automatic,4wd,pickup,full-size,8
405612,chevrolet,viking fuel truck,gas,manual,rwd,truck,full-size,6
405718,toyota,rogue rv,gas,automatic,fwd,other,full-size,4
405761,ford,f450 4x4,diesel,automatic,4wd,other,full-size,8
405869,ford,f450,diesel,automatic,rwd,other,full-size,8
406101,honda,cr-v,gas,automatic,4wd,SUV,full-size,5
406262,toyota,four runner,gas,manual,4wd,SUV,mid-size,6
406270,bmw,323i,gas,manual,rwd,sedan,full-size,8
406272,gmc,1988 Fire bird formula,gas,automatic,rwd,pickup,compact,8
406273,toyota,rav4 2wd,gas,automatic,fwd,SUV,full-size,4
406274,gmc,van,gas,automatic,rwd,van,full-size,4
406275,volkswagen,jettavolkswagen,diesel,manual,fwd,hatchback,mid-size,4
406280,volkswagen,tiguan 2.0 4 motion,gas,automatic,rwd,SUV,full-size,8
406291,gmc,sanoma,gas,automatic,rwd,truck,compact,4
406348,ford,windstar van,gas,automatic,fwd,mini-van,mid-size,6
406355,mercedes-benz,benz e550,gas,automatic,rwd,sedan,mid-size,8
406405,gmc,Prius III,hybrid,automatic,fwd,hatchback,mid-size,4
406406,dodge,5 yard dump,gas,manual,rwd,truck,full-size,8
406429,gmc,2500 sierra,gas,automatic,rwd,pickup,full-size,8
406481,cadillac,eldorado coupe,gas,automatic,rwd,coupe,full-size,8
406487,bmw,328i,gas,manual,4wd,coupe,mid-size,6
406499,ford,mustang bullit,gas,manual,rwd,coupe,compact,8
406501,gmc,hyndai sonata,gas,automatic,fwd,sedan,full-size,6
406505,dodge,d250,gas,automatic,rwd,pickup,full-size,8
406601,ford,f350 lariat 4x4,diesel,automatic,4wd,truck,full-size,8
406603,nissan,versa note s hatchback,gas,automatic,fwd,hatchback,full-size,4
406668,jeep,compass trailhawk 4x4,gas,automatic,fwd,SUV,mid-size,4
406669,subaru,impreza 2.0i premium,gas,automatic,fwd,hatchback,mid-size,4
406719,chevrolet,geo metro,gas,manual,fwd,coupe,compact,3
406727,gmc,49 studebaker pickup,gas,manual,rwd,pickup,full-size,6
406736,rover,sport,gas,automatic,rwd,pickup,full-size,6
406738,porsche,macan,gas,automatic,rwd,pickup,full-size,6
406743,audi,a3 sportback e-tron,hybrid,automatic,fwd,pickup,full-size,4
406744,lexus,rc,gas,automatic,4wd,coupe,full-size,6
406755,gmc,1977 F-350 Super Cab,gas,automatic,rwd,pickup,full-size,8
406761,infiniti,g37s,gas,automatic,rwd,coupe,mid-size,8
406974,gmc,323i,gas,automatic,rwd,wagon,full-size,6
406976,mitsubishi,diamante,gas,automatic,fwd,pickup,full-size,6
406977,gmc,international scout 800,gas,manual,rwd,pickup,full-size,4
406981,gmc,c10,gas,automatic,rwd,truck,full-size,8
406982,acura,integra,gas,manual,fwd,hatchback,compact,4
406983,dodge,sprinter 3500,diesel,automatic,rwd,van,full-size,6
406988,ford,e350 box truck,diesel,automatic,rwd,truck,full-size,8
406989,chevrolet,w5500,diesel,automatic,rwd,truck,full-size,4
406992,porsche,911sc,gas,manual,rwd,pickup,full-size,6
406994,volkswagen,vanagon gl,gas,manual,rwd,pickup,full-size,4
407002,gmc,maserati spyder,gas,automatic,rwd,convertible,mid-size,8
407027,gmc,safari awd,gas,automatic,4wd,pickup,full-size,6
407087,ford,aspire,gas,automatic,fwd,hatchback,full-size,8
407092,chrysler,pacifica,gas,automatic,4wd,wagon,full-size,8
407096,pontiac,g5,gas,automatic,rwd,coupe,compact,8
407107,chrysler,crossfire convertible,gas,automatic,rwd,convertible,full-size,6
407119,toyota,venza ltd awd,gas,automatic,4wd,SUV,mid-size,6
407126,audi,a6 4.2,gas,automatic,4wd,sedan,full-size,8
407129,audi,a5,gas,manual,rwd,pickup,full-size,8
407140,audi,q5 2.0t premium hybrid,hybrid,automatic,rwd,SUV,mid-size,4
407148,gmc,INTERNATIONAL TERRASTAR DIESEL,diesel,automatic,rwd,truck,full-size,8
407150,ford,econoline e-150 cargo van,gas,automatic,rwd,van,full-size,8
407160,mercedes-benz,sprinter,diesel,automatic,rwd,truck,full-size,6
407161,subaru,justy,gas,manual,4wd,pickup,full-size,3
407170,gmc,ISUZU NPR-HD,diesel,automatic,rwd,truck,full-size,4
407178,hyundai,elantra se value edition,gas,automatic,fwd,sedan,compact,4
407188,gmc,mg td,gas,manual,rwd,convertible,sub-compact,3
407193,mitsubishi,delica,gas,automatic,4wd,van,full-size,4
407203,bmw,335i,gas,manual,rwd,pickup,full-size,6
407213,volkswagen,passat,gas,automatic,rwd,wagon,full-size,4
407214,chevrolet,s10 truck,gas,automatic,4wd,pickup,full-size,6
407219,ford,focus svt,gas,manual,rwd,pickup,compact,4
407229,dodge,journey express,gas,automatic,fwd,SUV,full-size,4
407231,mercedes-benz,gla gla 250 4matic,gas,other,rwd,SUV,full-size,4
407233,toyota,matrix base,gas,automatic,fwd,wagon,full-size,4
407236,lincoln,mkx base,gas,automatic,rwd,SUV,full-size,6
407240,toyota,prius three,other,other,fwd,pickup,full-size,4
407244,nissan,juke sl,gas,other,fwd,pickup,full-size,4
407245,toyota,prius iii,other,other,fwd,pickup,full-size,4
407246,toyota,t100 dx,gas,automatic,rwd,pickup,mid-size,6
407253,mazda,tribute,gas,automatic,4wd,SUV,full-size,8
407256,mazda,mazda5,gas,automatic,fwd,mini-van,full-size,8
407289,mitsubishi,raider,gas,automatic,4wd,pickup,mid-size,6
407296,gmc,2003 Jetta GLS Wagon,gas,manual,fwd,wagon,full-size,4
407306,toyota,pickup truck,gas,manual,rwd,pickup,full-size,4
407310,mazda,626,gas,automatic,fwd,sedan,mid-size,6
407329,toyota,tundra crewmax sr5,gas,automatic,rwd,truck,full-size,8
407338,ford,econoline e450 cutaway,gas,automatic,rwd,truck,full-size,8
407349,dodge,dakota,gas,automatic,rwd,pickup,full-size,4
407351,chevrolet,malibu maxx,gas,automatic,fwd,hatchback,full-size,6
407353,toyota,tacoma 4x4 trd off road,gas,automatic,4wd,truck,full-size,6
407355,bmw,e46 m3,gas,other,rwd,convertible,full-size,6
407357,jeep,lifted wrangler sport 4x4,gas,automatic,4wd,SUV,full-size,6
407362,toyota,tacoma sr5 4x4,gas,automatic,4wd,pickup,full-size,6
407378,acura,tl 3.2 type s,gas,automatic,fwd,sedan,mid-size,6
407383,gmc,safari cargo,gas,automatic,4wd,pickup,full-size,6
407384,gmc,Freightliner MT45,diesel,automatic,rwd,pickup,full-size,6
407386,ford,f250 diesel powerstroke,diesel,automatic,rwd,truck,full-size,8
407393,gmc,Freightliner Sprinter 3500,diesel,automatic,rwd,pickup,full-size,8
407395,gmc,Isuzu NPR,gas,automatic,rwd,pickup,full-size,8
407397,gmc,g savana camper special,gas,automatic,rwd,pickup,full-size,8
407407,ford,super duty f-750 straight frame,diesel,manual,rwd,pickup,full-size,6
407411,mercedes-benz,benz e63 amg,gas,automatic,rwd,sedan,full-size,8
407412,mitsubishi,lancer,gas,manual,4wd,sedan,compact,4
407432,ford,super duty f-450,gas,automatic,rwd,pickup,full-size,10
407441,chevrolet,panel truck,gas,automatic,rwd,sedan,mid-size,8
407452,dodge,challenger sxt,gas,automatic,4wd,coupe,full-size,6
407470,honda,element ex awd,gas,manual,4wd,SUV,full-size,4
407475,ford,econoline cargo work van,gas,automatic,fwd,van,full-size,8
407476,gmc,geo tracker,gas,automatic,4wd,pickup,full-size,4
407480,gmc,delivery truck,gas,automatic,fwd,pickup,full-size,8
407482,chevrolet,express 2500 van,gas,automatic,fwd,van,full-size,8
407491,volvo,xc70 3.2 awd,gas,automatic,rwd,wagon,full-size,8
407492,ford,f450 deisel powerstroke,diesel,automatic,fwd,pickup,full-size,8
407495,volvo,xc90 t8 inscription,hybrid,automatic,4wd,SUV,mid-size,6
407496,chevrolet,pick up,gas,automatic,rwd,pickup,full-size,8
407499,ford,f150 supercrew fx4 4x4,gas,automatic,4wd,truck,full-size,6
407500,infiniti,m35 base,gas,automatic,rwd,sedan,full-size,6
407501,rover,4.6,gas,automatic,4wd,SUV,full-size,8
407511,chrysler,t&c touring,gas,automatic,fwd,mini-van,full-size,6
407513,volkswagen,gti 1.8t,other,manual,rwd,hatchback,compact,4
407516,chevrolet,silverado 2500,gas,automatic,4wd,truck,full-size,6
407539,bmw,m3 base,gas,manual,rwd,convertible,full-size,6
407547,toyota,corolla,gas,automatic,rwd,coupe,mid-size,4
407614,chevrolet,elcamino 406ci,gas,automatic,rwd,pickup,full-size,8
407624,chevrolet,camaro zl1 1le,gas,manual,rwd,coupe,full-size,8
407700,ford,bronco,gas,manual,4wd,truck,full-size,8
407713,volvo,v70 t5,gas,automatic,rwd,pickup,full-size,5
